Id,Category
328,1
329,7
330,8
331,7
332,3
333,6
334,7
335,2
336,7
337,3
338,4
339,0
340,6
341,5
342,4
343,3
344,8
345,9
346,7
347,9
348,2
349,4
350,0
351,0
352,3
353,4
354,1
355,8
356,7
357,4
358,1
359,9
360,4
361,7
362,8
363,1
364,7
365,4
366,6
367,3
368,3
369,7
370,1
371,6
372,4
373,7
374,6
375,0
376,8
377,9
378,0
379,9
380,4
381,1
382,6
383,9
384,2
385,7
386,4
387,1
388,4
389,2
390,7
391,4
392,3
393,8
394,1
395,7
396,9
397,2
398,4
399,8
400,0
401,5
402,1
403,5
404,9
405,7
406,1
407,8
408,3
409,6
410,6
411,8
412,3
413,1
414,9
415,9
416,3
417,0
418,3
419,7
420,4
421,8
422,8
423,7
424,9
425,6
426,3
427,5
428,5
429,7
430,4
431,1
432,8
433,9
434,5
435,7
436,6
437,9
438,4
439,6
440,5
441,9
442,9
443,8
444,1
445,8
446,0
447,2
448,2
449,9
450,0
451,3
452,5
453,1
454,4
455,0
456,9
457,6
458,4
459,8
460,7
461,4
462,5
463,1
464,6
465,6
466,9
467,8
468,1
469,3
470,0
471,7
472,9
473,8
474,9
475,6
476,0
477,2
478,3
479,8
480,3
481,8
482,7
483,2
484,1
485,3
486,9
487,3
488,3
489,9
490,2
491,4
492,7
493,1
494,0
495,6
496,2
497,5
498,7
499,0
500,1
501,7
502,0
503,0
504,1
505,2
506,0
507,4
508,4
509,2
510,4
511,9
512,8
513,8
514,0
515,6
516,4
517,1
518,0
519,7
520,1
521,9
522,8
523,6
524,3
525,3
526,4
527,7
528,0
529,1
530,5
531,6
532,3
533,2
534,6
535,6
536,6
537,0
538,8
539,0
540,4
541,4
542,7
543,3
544,5
545,6
546,3
547,1
548,8
549,1
550,9
551,3
552,2
553,2
554,1
555,8
556,0
557,3
558,3
559,7
560,8
561,5
562,6
563,8
564,2
565,3
566,1
567,7
568,7
569,8
570,9
571,2
572,6
573,7
574,4
575,4
576,7
577,9
578,8
579,5
580,0
581,4
582,2
583,9
584,3
585,7
586,9
587,4
588,6
589,1
590,0
591,9
592,4
593,6
594,9
595,6
596,5
597,2
598,3
599,5
600,8
601,6
602,8
603,2
604,6
605,8
606,3
607,3
608,8
609,1
610,3
611,6
612,2
613,4
614,2
615,2
616,7
617,4
618,6
619,3
620,7
621,0
622,5
623,8
624,3
625,9
626,4
627,0
628,8
629,1
630,1
631,8
632,1
633,0
634,5
635,9
636,7
637,9
638,6
639,3
640,0
641,8
642,5
643,9
644,9
645,2
646,8
647,8
648,7
649,8
650,0
651,2
652,6
653,7
654,9
655,0
656,5
657,5
658,3
659,1
660,5
661,2
662,9
663,2
664,6
665,8
666,1
667,3
668,0
669,0
670,0
671,7
672,8
673,4
674,7
675,1
676,7
677,4
678,0
679,2
680,0
681,5
682,2
683,3
684,1
685,8
686,5
687,9
688,0
689,8
690,6
691,1
692,0
693,4
694,3
695,7
696,8
697,2
698,5
699,4
700,1
701,4
702,0
703,9
704,6
705,1
706,5
707,4
708,4
709,2
710,6
711,6
712,1
713,2
714,8
715,6
716,0
717,7
718,6
719,0
720,7
721,8
722,1
723,4
724,2
725,2
726,2
727,2
728,6
729,7
730,8
731,8
732,0
733,3
734,4
735,3
736,9
737,1
738,0
739,7
740,3
741,2
742,0
743,5
744,6
745,1
746,3
747,0
748,2
749,3
750,3
751,4
752,6
753,7
754,2
755,7
756,0
757,8
758,1
759,9
760,2
761,6
762,2
763,5
764,0
765,6
766,6
767,8
768,6
769,0
770,1
771,9
772,1
773,2
774,3
775,9
776,1
777,4
778,6
779,2
780,6
781,8
782,5
783,7
784,5
785,6
786,8
787,3
788,9
789,0
790,2
791,3
792,5
793,0
794,2
795,6
796,5
797,9
798,8
799,3
800,2
801,9
802,2
803,9
804,8
805,9
806,6
807,0
808,1
809,5
810,7
811,6
812,5
813,1
814,0
815,3
816,2
817,2
818,8
819,1
820,6
821,2
822,3
823,1
824,6
825,2
826,1
827,9
828,7
829,6
830,6
831,6
832,2
833,8
834,7
835,8
836,2
837,0
838,5
839,9
840,5
841,3
842,4
843,2
844,5
845,0
846,9
847,1
848,9
849,9
850,1
851,5
852,7
853,6
854,8
855,2
856,2
857,0
858,1
859,6
860,0
861,1
862,9
863,5
864,3
865,8
866,9
867,7
868,5
869,7
870,7
871,9
872,0
873,6
874,0
875,2
876,9
877,3
878,7
879,6
880,3
881,5
882,0
883,9
884,1
885,2
886,5
887,4
888,4
889,8
890,2
891,3
892,8
893,7
894,9
895,8
896,2
897,9
898,8
899,8
900,4
901,1
902,8
903,1
904,4
905,8
906,6
907,5
908,5
909,9
910,8
911,0
912,5
913,5
914,7
915,6
916,4
917,0
918,1
919,8
920,7
921,6
922,0
923,7
924,0
925,1
926,8
927,5
928,7
929,7
930,3
931,0
932,7
933,1
934,8
935,0
936,1
937,4
938,9
939,4
940,2
941,2
942,0
943,1
944,1
945,4
946,7
947,3
948,4
949,6
950,4
951,4
952,6
953,2
954,4
955,4
956,1
957,4
958,8
959,8
960,9
961,8
962,9
963,1
964,2
965,1
966,6
967,5
968,1
969,9
970,6
971,4
972,1
973,9
974,4
975,3
976,8
977,9
978,4
979,8
980,4
981,8
982,1
983,5
984,8
985,1
986,0
987,4
988,3
989,5
990,9
991,4
992,0
993,6
994,9
995,9
996,3
997,4
998,5
999,5
1000,1
1001,3
1002,1
1003,4
1004,1
1005,9
1006,8
1007,0
1008,9
1009,9
1010,5
1011,8
1012,8
1013,8
1014,1
1015,2
1016,3
1017,8
1018,9
1019,4
1020,7
1021,6
1022,3
1023,3
1024,2
1025,6
1026,1
1027,7
1028,4
1029,0
1030,5
1031,2
1032,1
1033,0
1034,5
1035,6
1036,1
1037,7
1038,2
1039,3
1040,1
1041,4
1042,2
1043,4
1044,6
1045,2
1046,9
1047,8
1048,1
1049,1
1050,4
1051,1
1052,6
1053,9
1054,4
1055,7
1056,2
1057,6
1058,4
1059,8
1060,1
1061,5
1062,0
1063,8
1064,1
1065,6
1066,7
1067,7
1068,4
1069,9
1070,7
1071,7
1072,1
1073,7
1074,4
1075,6
1076,8
1077,8
1078,6
1079,8
1080,9
1081,1
1082,9
1083,7
1084,6
1085,5
1086,5
1087,1
1088,9
1089,5
1090,8
1091,6
1092,2
1093,9
1094,7
1095,9
1096,1
1097,6
1098,3
1099,0
1100,2
1101,0
1102,2
1103,4
1104,4
1105,0
1106,8
1107,9
1108,2
1109,0
1110,1
1111,5
1112,3
1113,3
1114,2
1115,2
1116,2
1117,7
1118,1
1119,9
1120,2
1121,4
1122,5
1123,3
1124,0
1125,6
1126,3
1127,2
1128,3
1129,4
1130,3
1131,9
1132,7
1133,8
1134,5
1135,6
1136,9
1137,5
1138,4
1139,6
1140,1
1141,6
1142,0
1143,1
1144,0
1145,1
1146,6
1147,9
1148,1
1149,0
1150,4
1151,8
1152,1
1153,6
1154,7
1155,4
1156,0
1157,5
1158,4
1159,4
1160,3
1161,5
1162,4
1163,9
1164,7
1165,9
1166,4
1167,4
1168,9
1169,0
1170,3
1171,1
1172,8
1173,9
1174,8
1175,1
1176,8
1177,0
1178,2
1179,7
1180,5
1181,1
1182,6
1183,0
1184,1
1185,0
1186,2
1187,3
1188,5
1189,6
1190,5
1191,4
1192,4
1193,1
1194,6
1195,3
1196,0
1197,2
1198,9
1199,2
1200,0
1201,2
1202,2
1203,0
1204,7
1205,0
1206,3
1207,4
1208,9
1209,3
1210,1
1211,5
1212,9
1213,8
1214,8
1215,9
1216,0
1217,6
1218,7
1219,2
1220,8
1221,7
1222,1
1223,4
1224,6
1225,6
1226,6
1227,8
1228,7
1229,3
1230,8
1231,4
1232,1
1233,1
1234,0
1235,5
1236,8
1237,2
1238,7
1239,4
1240,5
1241,7
1242,4
1243,9
1244,7
1245,6
1246,1
1247,1
1248,8
1249,3
1250,1
1251,8
1252,4
1253,7
1254,9
1255,8
1256,5
1257,0
1258,9
1259,3
1260,0
1261,5
1262,7
1263,4
1264,9
1265,0
1266,3
1267,9
1268,6
1269,8
1270,7
1271,1
1272,6
1273,8
1274,4
1275,7
1276,0
1277,5
1278,5
1279,1
1280,9
1281,6
1282,1
1283,9
1284,0
1285,3
1286,8
1287,1
1288,6
1289,7
1290,0
1291,4
1292,1
1293,6
1294,1
1295,2
1296,7
1297,3
1298,2
1299,2
1300,2
1301,7
1302,3
1303,3
1304,9
1305,8
1306,1
1307,6
1308,6
1309,3
1310,5
1311,9
1312,3
1313,0
1314,7
1315,6
1316,6
1317,2
1318,3
1319,9
1320,8
1321,2
1322,0
1323,8
1324,9
1325,1
1326,5
1327,5
1328,5
1329,5
1330,6
1331,4
1332,1
1333,4
1334,9
1335,1
1336,2
1337,9
1338,5
1339,3
1340,8
1341,3
1342,9
1343,6
1344,7
1345,0
1346,2
1347,6
1348,7
1349,0
1350,3
1351,0
1352,8
1353,5
1354,2
1355,5
1356,5
1357,5
1358,3
1359,0
1360,6
1361,4
1362,9
1363,8
1364,5
1365,7
1366,7
1367,4
1368,6
1369,2
1370,4
1371,3
1372,1
1373,8
1374,2
1375,9
1376,1
1377,0
1378,9
1379,1
1380,2
1381,0
1382,3
1383,5
1384,7
1385,7
1386,6
1387,0
1388,1
1389,2
1390,7
1391,8
1392,3
1393,7
1394,8
1395,1
1396,0
1397,7
1398,0
1399,1
1400,6
1401,3
1402,9
1403,3
1404,3
1405,8
1406,9
1407,8
1408,0
1409,7
1410,9
1411,9
1412,8
1413,2
1414,9
1415,7
1416,1
1417,3
1418,0
1419,8
1420,8
1421,6
1422,9
1423,8
1424,2
1425,3
1426,7
1427,1
1428,6
1429,4
1430,4
1431,0
1432,3
1433,6
1434,5
1435,6
1436,5
1437,1
1438,6
1439,3
1440,8
1441,7
1442,7
1443,1
1444,3
1445,1
1446,7
1447,0
1448,1
1449,7
1450,6
1451,3
1452,7
1453,8
1454,3
1455,1
1456,9
1457,7
1458,1
1459,3
1460,1
1461,0
1462,0
1463,7
1464,4
1465,2
1466,2
1467,2
1468,5
1469,3
1470,5
1471,2
1472,2
1473,0
1474,0
1475,1
1476,5
1477,0
1478,1
1479,0
1480,1
1481,2
1482,6
1483,3
1484,4
1485,6
1486,7
1487,3
1488,9
1489,5
1490,0
1491,0
1492,4
1493,7
1494,3
1495,6
1496,8
1497,8
1498,5
1499,7
1500,6
1501,2
1502,4
1503,2
1504,4
1505,0
1506,7
1507,4
1508,7
1509,1
1510,1
1511,5
1512,7
1513,6
1514,4
1515,3
1516,0
1517,3
1518,0
1519,6
1520,7
1521,8
1522,2
1523,8
1524,8
1525,8
1526,4
1527,9
1528,8
1529,3
1530,6
1531,8
1532,5
1533,1
1534,2
1535,8
1536,6
1537,3
1538,2
1539,4
1540,3
1541,9
1542,4
1543,9
1544,4
1545,0
1546,0
1547,9
1548,2
1549,7
1550,7
1551,6
1552,4
1553,6
1554,0
1555,5
1556,7
1557,9
1558,5
1559,0
1560,2
1561,4
1562,7
1563,8
1564,6
1565,8
1566,2
1567,1
1568,7
1569,8
1570,2
1571,2
1572,1
1573,8
1574,9
1575,9
1576,5
1577,3
1578,2
1579,9
1580,1
1581,6
1582,1
1583,9
1584,0
1585,0
1586,0
1587,7
1588,5
1589,1
1590,0
1591,8
1592,0
1593,7
1594,0
1595,1
1596,7
1597,8
1598,6
1599,8
1600,1
1601,8
1602,5
1603,7
1604,1
1605,1
1606,9
1607,9
1608,1
1609,1
1610,6
1611,4
1612,6
1613,2
1614,7
1615,3
1616,1
1617,1
1618,7
1619,4
1620,7
1621,4
1622,4
1623,0
1624,4
1625,0
1626,2
1627,6
1628,4
1629,8
1630,8
1631,9
1632,4
1633,7
1634,5
1635,2
1636,2
1637,0
1638,9
1639,3
1640,9
1641,1
1642,8
1643,7
1644,6
1645,9
1646,8
1647,6
1648,3
1649,8
1650,6
1651,7
1652,4
1653,0
1654,8
1655,3
1656,9
1657,1
1658,1
1659,9
1660,7
1661,4
1662,0
1663,1
1664,3
1665,2
1666,8
1667,4
1668,1
1669,1
1670,0
1671,0
1672,1
1673,9
1674,2
1675,2
1676,1
1677,6
1678,2
1679,0
1680,5
1681,8
1682,8
1683,4
1684,6
1685,1
1686,2
1687,9
1688,3
1689,9
1690,9
1691,9
1692,4
1693,8
1694,1
1695,2
1696,4
1697,7
1698,3
1699,1
1700,6
1701,9
1702,0
1703,1
1704,0
1705,7
1706,8
1707,1
1708,5
1709,9
1710,5
1711,2
1712,8
1713,9
1714,5
1715,8
1716,6
1717,0
1718,9
1719,1
1720,2
1721,6
1722,0
1723,1
1724,5
1725,3
1726,1
1727,9
1728,7
1729,7
1730,4
1731,9
1732,3
1733,6
1734,6
1735,4
1736,8
1737,6
1738,2
1739,2
1740,4
1741,5
1742,0
1743,0
1744,0
1745,6
1746,9
1747,4
1748,5
1749,4
1750,2
1751,1
1752,1
1753,3
1754,8
1755,1
1756,3
1757,2
1758,5
1759,6
1760,2
1761,8
1762,6
1763,4
1764,8
1765,1
1766,4
1767,1
1768,3
1769,1
1770,8
1771,6
1772,5
1773,8
1774,7
1775,4
1776,2
1777,9
1778,4
1779,6
1780,4
1781,2
1782,9
1783,0
1784,2
1785,8
1786,9
1787,6
1788,1
1789,3
1790,1
1791,8
1792,3
1793,1
1794,5
1795,9
1796,5
1797,4
1798,7
1799,7
1800,4
1801,0
1802,4
1803,3
1804,9
1805,0
1806,0
1807,8
1808,2
1809,0
1810,5
1811,9
1812,6
1813,2
1814,5
1815,0
1816,3
1817,0
1818,0
1819,9
1820,2
1821,1
1822,6
1823,9
1824,7
1825,2
1826,8
1827,5
1828,1
1829,7
1830,8
1831,1
1832,1
1833,1
1834,4
1835,0
1836,5
1837,8
1838,3
1839,1
1840,5
1841,4
1842,2
1843,5
1844,0
1845,2
1846,5
1847,1
1848,2
1849,6
1850,7
1851,0
1852,9
1853,2
1854,8
1855,8
1856,6
1857,1
1858,4
1859,7
1860,0
1861,8
1862,1
1863,8
1864,0
1865,7
1866,4
1867,3
1868,8
1869,7
1870,5
1871,2
1872,7
1873,7
1874,2
1875,5
1876,3
1877,1
1878,7
1879,8
1880,8
1881,0
1882,2
1883,0
1884,9
1885,6
1886,1
1887,3
1888,7
1889,7
1890,4
1891,9
1892,2
1893,0
1894,1
1895,5
1896,6
1897,3
1898,8
1899,4
1900,7
1901,8
1902,8
1903,6
1904,2
1905,9
1906,7
1907,3
1908,3
1909,6
1910,5
1911,6
1912,3
1913,6
1914,9
1915,3
1916,5
1917,4
1918,5
1919,5
1920,0
1921,3
1922,6
1923,7
1924,3
1925,1
1926,0
1927,7
1928,6
1929,7
1930,6
1931,0
1932,9
1933,9
1934,1
1935,6
1936,9
1937,8
1938,9
1939,6
1940,8
1941,8
1942,0
1943,0
1944,1
1945,8
1946,2
1947,2
1948,0
1949,4
1950,6
1951,1
1952,4
1953,0
1954,4
1955,4
1956,9
1957,6
1958,4
1959,8
1960,8
1961,4
1962,2
1963,8
1964,1
1965,7
1966,0
1967,4
1968,0
1969,1
1970,0
1971,5
1972,4
1973,7
1974,8
1975,9
1976,4
1977,2
1978,8
1979,7
1980,5
1981,9
1982,2
1983,9
1984,8
1985,9
1986,9
1987,5
1988,2
1989,1
1990,3
1991,1
1992,8
1993,6
1994,1
1995,9
1996,9
1997,1
1998,7
1999,3
2000,9
2001,1
2002,8
2003,4
2004,8
2005,8
2006,6
2007,9
2008,2
2009,7
2010,5
2011,7
2012,2
2013,7
2014,1
2015,0
2016,5
2017,3
2018,3
2019,8
2020,0
2021,7
2022,4
2023,3
2024,5
2025,8
2026,2
2027,4
2028,1
2029,0
2030,7
2031,7
2032,0
2033,8
2034,0
2035,1
2036,9
2037,6
2038,4
2039,3
2040,7
2041,5
2042,3
2043,2
2044,5
2045,5
2046,9
2047,3
2048,0
2049,1
2050,5
2051,6
2052,4
2053,4
2054,8
2055,4
2056,6
2057,7
2058,4
2059,5
2060,5
2061,4
2062,6
2063,3
2064,5
2065,1
2066,1
2067,5
2068,4
2069,3
2070,9
2071,1
2072,2
2073,2
2074,9
2075,4
2076,3
2077,1
2078,4
2079,5
2080,1
2081,1
2082,6
2083,1
2084,8
2085,1
2086,8
2087,1
2088,0
2089,9
2090,9
2091,6
2092,2
2093,7
2094,9
2095,4
2096,3
2097,3
2098,7
2099,9
2100,7
2101,5
2102,7
2103,0
2104,3
2105,6
2106,4
2107,0
2108,6
2109,8
2110,3
2111,0
2112,3
2113,6
2114,2
2115,3
2116,2
2117,3
2118,5
2119,2
2120,2
2121,4
2122,0
2123,4
2124,9
2125,6
2126,8
2127,5
2128,3
2129,4
2130,3
2131,8
2132,4
2133,3
2134,1
2135,9
2136,6
2137,9
2138,5
2139,4
2140,7
2141,2
2142,9
2143,4
2144,3
2145,5
2146,5
2147,1
2148,7
2149,4
2150,1
2151,7
2152,2
2153,2
2154,7
2155,5
2156,9
2157,4
2158,8
2159,5
2160,5
2161,2
2162,1
2163,5
2164,5
2165,0
2166,8
2167,2
2168,7
2169,7
2170,5
2171,7
2172,2
2173,3
2174,6
2175,5
2176,3
2177,7
2178,3
2179,7
2180,0
2181,4
2182,1
2183,5
2184,1
2185,6
2186,4
2187,2
2188,9
2189,1
2190,2
2191,1
2192,3
2193,6
2194,9
2195,4
2196,7
2197,3
2198,9
2199,4
2200,2
2201,1
2202,0
2203,9
2204,5
2205,8
2206,3
2207,2
2208,0
2209,9
2210,7
2211,8
2212,0
2213,5
2214,1
2215,9
2216,0
2217,4
2218,4
2219,8
2220,8
2221,9
2222,0
2223,0
2224,7
2225,5
2226,9
2227,1
2228,6
2229,9
2230,2
2231,4
2232,8
2233,4
2234,5
2235,5
2236,8
2237,8
2238,0
2239,6
2240,8
2241,6
2242,1
2243,7
2244,3
2245,0
2246,4
2247,3
2248,3
2249,5
2250,0
2251,4
2252,5
2253,9
2254,8
2255,0
2256,8
2257,8
2258,3
2259,8
2260,4
2261,7
2262,6
2263,9
2264,1
2265,5
2266,1
2267,4
2268,1
2269,1
2270,3
2271,8
2272,2
2273,5
2274,0
2275,9
2276,1
2277,0
2278,5
2279,2
2280,9
2281,5
2282,5
2283,8
2284,4
2285,2
2286,6
2287,6
2288,0
2289,8
2290,8
2291,1
2292,9
2293,3
2294,1
2295,9
2296,7
2297,9
2298,3
2299,8
2300,9
2301,8
2302,1
2303,9
2304,9
2305,7
2306,1
2307,8
2308,9
2309,7
2310,7
2311,8
2312,7
2313,5
2314,9
2315,5
2316,2
2317,5
2318,3
2319,7
2320,0
2321,7
2322,7
2323,7
2324,3
2325,7
2326,9
2327,1
2328,7
2329,3
2330,5
2331,3
2332,5
2333,0
2334,0
2335,2
2336,3
2337,6
2338,1
2339,8
2340,4
2341,5
2342,7
2343,5
2344,7
2345,8
2346,3
2347,3
2348,3
2349,6
2350,5
2351,2
2352,8
2353,3
2354,4
2355,4
2356,0
2357,6
2358,7
2359,3
2360,2
2361,6
2362,9
2363,6
2364,0
2365,2
2366,3
2367,6
2368,7
2369,2
2370,9
2371,0
2372,6
2373,9
2374,9
2375,9
2376,1
2377,1
2378,4
2379,7
2380,8
2381,4
2382,4
2383,2
2384,1
2385,7
2386,1
2387,2
2388,7
2389,9
2390,6
2391,7
2392,8
2393,8
2394,9
2395,0
2396,5
2397,3
2398,7
2399,6
2400,3
2401,3
2402,3
2403,0
2404,4
2405,0
2406,6
2407,4
2408,2
2409,1
2410,9
2411,5
2412,6
2413,2
2414,3
2415,7
2416,7
2417,2
2418,8
2419,6
2420,3
2421,8
2422,2
2423,6
2424,1
2425,6
2426,4
2427,4
2428,2
2429,8
2430,7
2431,4
2432,7
2433,8
2434,8
2435,0
2436,7
2437,9
2438,1
2439,9
2440,4
2441,4
2442,9
2443,3
2444,9
2445,2
2446,1
2447,7
2448,6
2449,2
2450,6
2451,1
2452,5
2453,8
2454,4
2455,7
2456,9
2457,7
2458,7
2459,5
2460,9
2461,9
2462,7
2463,7
2464,6
2465,8
2466,9
2467,1
2468,8
2469,7
2470,2
2471,8
2472,7
2473,2
2474,6
2475,4
2476,7
2477,4
2478,0
2479,3
2480,6
2481,6
2482,1
2483,1
2484,1
2485,0
2486,2
2487,8
2488,9
2489,1
2490,3
2491,4
2492,8
2493,4
2494,3
2495,0
2496,0
2497,4
2498,1
2499,1
2500,2
2501,6
2502,7
2503,6
2504,4
2505,4
2506,7
2507,8
2508,4
2509,3
2510,1
2511,0
2512,2
2513,0
2514,6
2515,2
2516,2
2517,1
2518,0
2519,1
2520,5
2521,5
2522,4
2523,7
2524,7
2525,9
2526,5
2527,7
2528,2
2529,6
2530,6
2531,4
2532,2
2533,6
2534,5
2535,3
2536,6
2537,5
2538,4
2539,6
2540,5
2541,3
2542,1
2543,0
2544,8
2545,9
2546,4
2547,0
2548,4
2549,3
2550,0
2551,0
2552,9
2553,4
2554,1
2555,2
2556,4
2557,2
2558,8
2559,0
2560,6
2561,6
2562,0
2563,9
2564,3
2565,5
2566,2
2567,1
2568,3
2569,0
2570,6
2571,3
2572,8
2573,0
2574,3
2575,7
2576,6
2577,7
2578,1
2579,0
2580,4
2581,6
2582,4
2583,7
2584,7
2585,8
2586,6
2587,2
2588,5
2589,3
2590,8
2591,8
2592,7
2593,1
2594,5
2595,0
2596,8
2597,3
2598,1
2599,6
2600,1
2601,5
2602,3
2603,4
2604,3
2605,7
2606,8
2607,3
2608,1
2609,9
2610,4
2611,9
2612,4
2613,6
2614,4
2615,1
2616,1
2617,6
2618,7
2619,3
2620,0
2621,6
2622,2
2623,1
2624,2
2625,5
2626,1
2627,9
2628,4
2629,8
2630,7
2631,7
2632,9
2633,2
2634,5
2635,8
2636,8
2637,0
2638,2
2639,3
2640,9
2641,2
2642,1
2643,9
2644,8
2645,5
2646,0
2647,8
2648,0
2649,5
2650,6
2651,3
2652,2
2653,6
2654,9
2655,9
2656,7
2657,9
2658,9
2659,2
2660,3
2661,8
2662,6
2663,0
2664,4
2665,6
2666,3
2667,4
2668,4
2669,3
2670,2
2671,9
2672,0
2673,5
2674,7
2675,4
2676,9
2677,3
2678,8
2679,0
2680,4
2681,7
2682,5
2683,2
2684,4
2685,5
2686,2
2687,0
2688,9
2689,1
2690,9
2691,8
2692,3
2693,0
2694,3
2695,9
2696,0
2697,0
2698,2
2699,9
2700,0
2701,9
2702,9
2703,4
2704,2
2705,8
2706,7
2707,2
2708,1
2709,9
2710,9
2711,8
2712,6
2713,3
2714,2
2715,1
2716,7
2717,2
2718,7
2719,7
2720,3
2721,6
2722,8
2723,2
2724,7
2725,1
2726,6
2727,1
2728,0
2729,2
2730,5
2731,6
2732,0
2733,6
2734,8
2735,1
2736,0
2737,4
2738,2
2739,1
2740,5
2741,1
2742,0
2743,9
2744,4
2745,2
2746,7
2747,1
2748,1
2749,1
2750,5
2751,8
2752,7
2753,1
2754,3
2755,3
2756,2
2757,9
2758,6
2759,2
2760,1
2761,6
2762,6
2763,8
2764,7
2765,1
2766,8
2767,8
2768,8
2769,2
2770,5
2771,1
2772,9
2773,6
2774,3
2775,7
2776,6
2777,1
2778,4
2779,8
2780,9
2781,3
2782,4
2783,9
2784,3
2785,5
2786,3
2787,6
2788,7
2789,9
2790,9
2791,7
2792,0
2793,2
2794,0
2795,1
2796,7
2797,1
2798,9
2799,2
2800,3
2801,3
2802,0
2803,1
2804,2
2805,5
2806,2
2807,3
2808,2
2809,0
2810,6
2811,6
2812,8
2813,5
2814,1
2815,3
2816,8
2817,0
2818,7
2819,7
2820,2
2821,1
2822,2
2823,3
2824,1
2825,5
2826,7
2827,4
2828,3
2829,8
2830,9
2831,7
2832,9
2833,5
2834,9
2835,5
2836,1
2837,1
2838,5
2839,4
2840,9
2841,0
2842,9
2843,2
2844,4
2845,9
2846,7
2847,4
2848,3
2849,1
2850,1
2851,3
2852,7
2853,4
2854,3
2855,1
2856,8
2857,1
2858,2
2859,3
2860,3
2861,5
2862,1
2863,2
2864,2
2865,1
2866,9
2867,3
2868,1
2869,9
2870,3
2871,2
2872,0
2873,3
2874,9
2875,5
2876,1
2877,1
2878,6
2879,2
2880,1
2881,1
2882,6
2883,1
2884,1
2885,9
2886,8
2887,6
2888,1
2889,4
2890,4
2891,1
2892,5
2893,1
2894,4
2895,3
2896,6
2897,3
2898,5
2899,6
2900,0
2901,3
2902,9
2903,8
2904,8
2905,9
2906,2
2907,2
2908,2
2909,7
2910,8
2911,0
2912,6
2913,1
2914,4
2915,6
2916,2
2917,8
2918,3
2919,3
2920,5
2921,7
2922,1
2923,1
2924,4
2925,6
2926,1
2927,3
2928,6
2929,1
2930,0
2931,3
2932,7
2933,3
2934,4
2935,7
2936,8
2937,6
2938,3
2939,9
2940,5
2941,9
2942,0
2943,9
2944,7
2945,1
2946,1
2947,4
2948,2
2949,3
2950,1
2951,7
2952,6
2953,8
2954,0
2955,9
2956,4
2957,0
2958,7
2959,0
2960,1
2961,7
2962,3
2963,5
2964,5
2965,8
2966,3
2967,0
2968,7
2969,3
2970,9
2971,9
2972,4
2973,8
2974,4
2975,7
2976,0
2977,9
2978,0
2979,6
2980,7
2981,6
2982,0
2983,5
2984,9
2985,0
2986,1
2987,1
2988,6
2989,3
2990,4
2991,4
2992,2
2993,1
2994,1
2995,3
2996,8
